Порядковое число администрации и комитета,Название организации  правообладателя,"Вид активности, вид спорта",Адрес,Уточнение адреса,Координаты,"Ближайшая станция метро, остановка общественного транспорта",Район,Телефон(ы),Адрес сайта или  страницы в социальных сетях,Статус (работающий/ временно приостановлено посещение),Время работы  (расписание),Доступность для лиц с нарушениями здоровья,Наличие проката инвентаря (да/нет),Наличие услуг инструктора (да/нет),Наличие помещения для переодевания (да/нет),Наличие камеры хранения (да/нет),Иные услуги (перечень)
15.19,"СПб ГБУ ""Центр спорта Приморского района""",Хоккей Баскетбол,"ул. Белоостровская, д.23, лит. А","197342, Санкт-Петербург, улица Белоостровская, участок 8, д. Северо-восточнее дома 23, лит. А","59.987645,30.317256",Черная речка,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,True,False,False,
15.20,"СПб ГБУ ""Центр спорта Приморского района""",Баскетбол Волейбол,"ул. Матроса Железняка, д.9","197343, Санкт-Петербург, улица Матроса Железняка, участок 31, д. Юго-восточнее дома 9","59.993814,30.305524","Пионерская, Черная речка",Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Нет,False,False,False,False,
15.21,"СПб ГБУ ""Центр спорта Приморского района""",Хоккей,"ул. Байконурская, д. 5, к.1","197348, Санкт-Петербург, улица Байконурская , участок 6, д. Восточнее дома 5, кор. 1","59.997068,30.279796",Пионерская,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Нет,False,True,False,False,
15.22,"СПб ГБУ ""Центр спорта Приморского района""",Футбол Уличные тренажеры,"ул. Генерала Хрулёва, д.6, лит. А","197348, Санкт-Петербург, улица Генерала Хрулёва, участок 7, д. Южнее дома 6, лит. А","59.995031,30.294388",Пионерская,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,False,False,False,
15.23,"СПб ГБУ ""Центр спорта Приморского района""",Футбол Уличные тренажеры,"пр. Богатырский, д. 5, к.1, лит. А","197348, Санкт-Петербург, проспект Богатырский, участок 76, д. Севернее дома 5, кор. 1, лит. А","60.001071,30.291739",Пионерская,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,True,False,False,
15.24,"СПб ГБУ ""Центр спорта Приморского района""",Уличные тренажеры,"ул. Аэродромная, д.11, к.2, лит. А","197348, Санкт-Петербург, улица Аэродромная, участок 15, д. Западнее дома 11, кор. 2, лит. А","59.998119,30.289212",Пионерская,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,False,False,False,
15.25,"СПб ГБУ ""Центр спорта Приморского района""",Полоса препятствий,"ул. Репищева, д.1","197349, Санкт-Петербург, муниципальный округ Коломяги, Нижняя Полевая улица, участок 11, (юго-западнее дома 48, литера А по 2-ой Никитинской улице)","60.018252,30.280736",Пионерская,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,False,False,False,
15.26,"СПб ГБУ ""Центр спорта Приморского района""",Уличные тренажеры,"ул. Уточкина, д.1, к.1, лит. А","197349, Санкт-Петербург, улица Уточкина, участок 23, д. Северо-восточнее дома 1, кор. 1, лит. А","60.009227,30.26371",Комендантский проспект,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,False,False,False,
15.27,"СПб ГБУ ""Центр спорта Приморского района""",Уличные тренажеры,"пр. Сизова, д.34","197349,Санкт-Петербург, проспект Сизова, участок 24, д. Южнее дома 18 по Парашютной улице","60.016558,30.275831","Пионерская, Комендантский пр",Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,False,False,False,
15.28,"СПб ГБУ ""Центр спорта Приморского района""",Хоккей,"пр. Комендантский, д. 37","197371, Санкт-Петербург, Коменyesнтский проспект, участок 112, южнее д. 37, к.3, лит. А по Коменyesнтскому пр.","60.024067,30.244331",Комендантский проспект,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Нет,False,False,False,False,
15.29,"СПб ГБУ ""Центр спорта Приморского района""",Уличные тренажеры Настольный теннис,"ул. Мартыновская, д.8, к.1,        лит. А","197371, Санкт-Петербург, улица Мартыновская, участок 4, д. Западнее дома 8, кор. 1, лит. А","60.02179,30.257205",Комендантский проспект,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,False,False,False,
15.30,"СПб ГБУ ""Центр спорта Приморского района""",Баскетбол Уличные тренажёры,"пр. Комендантский, д.31, к.1,   лит. А","197371, Санкт-Петербург, проспект Коменyesнтский, участок 37, д. Восточнее дома 31, кор. 1, лит. А","60.020286,30.24695",Комендантский проспект,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,False,False,False,
15.31,"СПб ГБУ ""Центр спорта Приморского района""",Хоккей Роллерхоккей,"пр. Авиаконструкторов, д.8, к.2","197372, Санкт-Петербург, проспект Авиаконструкторов, участок 25, д. Восточнее дома 8, кор. 2","60.011816,30.242069",Комендантский проспект,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Нет,False,True,True,False,
15.32,"СПб ГБУ ""Центр спорта Приморского района""",Хоккей Футбол Баскетбол,"пр. Авиаконструкторов, д.13,   лит А","197372, Санкт-Петербург, проспект Авиаконструкторов, участок 57, д. Во дворе дома 13, лит. А","60.012063,30.247623",Комендантский проспект,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,True,False,False,
15.33,"СПб ГБУ ""Центр спорта Приморского района""",Городошный спорт,"ул. Камышовая, д.16, лит. А","197372, Санкт-Петербург, улица Камышовая, участок 27, д. Юго-западнее дома 16, лит. А","60.00543,30.24183",Комендантский проспект,Приморский,"2400168, 4588661",Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta,Работающий,09.00-22.00,Да,False,True,False,False,
